City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Guerande,FR,2022-03-03 21:04:47,47.3291,-2.4283,47.75,89,100,15.17
295,Porto Novo,BJ,2022-03-03 21:04:47,6.4965,2.6036,81.61,79,100,6.15
296,Cairns,AU,2022-03-03 21:04:48,-16.9167,145.7667,81.07,96,99,2.3
297,Marsh Harbour,BS,2022-03-03 21:04:48,26.5412,-77.0636,73.49,59,43,11.12
298,Mount Isa,AU,2022-03-03 21:01:11,-20.7333,139.5,74.97,33,13,1.14
299,Tam Ky,VN,2022-03-03 21:04:49,15.5667,108.4833,69.78,92,4,3.38
300,Uchiza,PE,2022-03-03 21:04:49,-8.4592,-76.4633,78.12,76,100,2.84
301,Moron,AR,2022-03-03 21:02:12,-34.6534,-58.6198,82.94,66,56,8.32
302,Okhotsk,RU,2022-03-03 21:04:50,59.3833,143.3,12.06,82,100,10.96
303,Aden,YE,2022-03-03 21:04:50,12.7794,45.0367,78.26,68,1,16.78
304,Yermish,RU,2022-03-03 21:04:51,54.7678,42.2711,29.64,99,100,2.95
305,Pozo Colorado,PY,2022-03-03 21:04:51,-23.4923,-58.7972,92.41,46,77,8.23
306,Znamenskoye,RU,2022-03-03 21:04:52,57.1281,73.8282,17.02,97,100,5.19
307,Nome,US,2022-03-03 21:04:52,64.5011,-165.4064,26.67,80,100,10.36
308,Touros,BR,2022-03-03 21:04:53,-5.1989,-35.4608,83.3,74,40,11.5
309,Aswan,EG,2022-03-03 21:04:53,24.0934,32.907,63.72,23,21,19.04
310,Talcahuano,CL,2022-03-03 21:00:17,-36.7167,-73.1167,67.68,68,20,12.66
311,Velykoploske,UA,2022-03-03 21:04:53,47.0125,29.6717,35.53,90,92,7.78
312,Scottsdale,US,2022-03-03 21:04:54,33.5092,-111.899,88.09,14,0,11.5
313,Alamosa,US,2022-03-03 21:04:54,37.4695,-105.87,57.18,10,0,0.0
314,Ridgecrest,US,2022-03-03 21:00:14,35.6225,-117.6709,76.68,7,98,14.0
315,Pichayevo,RU,2022-03-03 21:04:55,53.2363,42.2032,30.27,98,100,7.52
316,Laguna,US,2022-03-03 21:04:55,38.421,-121.4238,70.65,54,0,6.91
317,Kalisz,PL,2022-03-03 21:04:56,51.7611,18.091,31.71,84,9,6.8
318,Novikovo,RU,2022-03-03 21:04:56,51.1537,37.8879,31.82,98,100,13.71
319,Choix,MX,2022-03-03 21:04:56,26.7092,-108.3219,90.73,10,94,8.99
320,Shakawe,BW,2022-03-03 21:02:18,-18.3667,21.85,73.26,61,74,2.82
321,Olga,RU,2022-03-03 21:04:57,43.7444,135.2892,19.72,73,5,3.83
322,Jarva-Jaani,EE,2022-03-03 21:04:57,59.0386,25.8864,29.7,94,100,7.16
323,Constitucion,CL,2022-03-03 21:04:58,-35.3333,-72.4167,66.38,77,6,14.07
324,Sao Joao Da Barra,BR,2022-03-03 21:04:58,-21.6403,-41.0511,84.29,86,0,13.4
325,Laizhou,CN,2022-03-03 21:05:59,37.1717,119.9214,45.99,45,67,12.08
326,Maua,BR,2022-03-03 21:02:56,-23.6678,-46.4614,76.08,82,95,5.35
327,Khomutovo,RU,2022-03-03 21:05:59,52.4658,104.4025,2.01,95,100,3.53
328,Uige,AO,2022-03-03 21:05:59,-7.6087,15.0613,67.08,99,75,4.59
329,Grand-Santi,GF,2022-03-03 21:06:00,4.25,-54.3833,78.93,92,83,2.98
330,Nizhniy Kuranakh,RU,2022-03-03 21:06:00,58.8353,125.4869,5.05,98,100,3.22
331,Ntoum,GA,2022-03-03 21:06:01,0.3833,9.7833,77.18,92,100,2.48
332,Brae,GB,2022-03-03 21:06:01,60.3964,-1.353,44.51,91,100,18.86
333,Kidal,ML,2022-03-03 21:06:02,18.4411,1.4078,82.89,15,100,13.09
334,Santa Rosa,PH,2022-03-03 21:06:02,14.3122,121.1114,78.03,75,87,8.08
335,Veraval,IN,2022-03-03 21:06:02,20.9,70.3667,75.9,37,0,11.68
336,Boca Do Acre,BR,2022-03-03 21:06:03,-8.7522,-67.3978,84.36,70,82,2.84
337,Griffith,US,2022-03-03 21:06:03,41.5284,-87.4237,36.12,70,75,9.22
338,Puerto Ayacucho,VE,2022-03-03 21:06:03,5.6639,-67.6236,81.84,69,96,3.49
339,Ierapetra,GR,2022-03-03 21:06:04,35.01,25.7353,49.14,69,15,1.99
340,Scarborough,GB,2022-03-03 21:03:51,54.2797,-0.4044,46.08,85,100,11.01
341,Januaria,BR,2022-03-03 21:06:04,-15.4833,-44.3667,79.11,63,99,7.74
342,Klaksvik,FO,2022-03-03 21:06:05,62.2266,-6.589,40.12,74,100,21.59
343,Onega,RU,2022-03-03 21:06:05,63.9061,38.1404,25.7,97,94,6.2
344,Wiener Neustadt,AT,2022-03-03 21:06:06,47.8,16.25,36.05,51,87,2.75
345,Fuling,CN,2022-03-03 21:05:18,29.7022,107.3919,51.15,88,2,2.37
346,Qaqortoq,GL,2022-03-03 21:06:06,60.7167,-46.0333,18.1,75,68,11.7
347,Zaysan,KZ,2022-03-03 21:06:06,47.4667,84.8667,10.38,76,30,4.76
348,Dombarovskiy,RU,2022-03-03 21:06:07,50.7587,59.5386,8.17,91,22,7.02
349,Changchun,CN,2022-03-03 21:06:07,43.88,125.3228,31.46,42,1,15.97
350,Cedar City,US,2022-03-03 21:06:08,37.6775,-113.0619,63.59,22,0,17.27
351,Borogontsy,RU,2022-03-03 21:06:08,62.6683,131.1683,-8.57,97,100,4.05
352,Yellowknife,CA,2022-03-03 21:04:04,62.456,-114.3525,8.29,55,84,11.01
353,Portel,BR,2022-03-03 21:06:09,-1.9356,-50.8211,79.47,85,42,4.25
354,Sistranda,NO,2022-03-03 21:06:09,63.7256,8.834,36.9,74,5,9.51
355,Ambunti,PG,2022-03-03 21:06:09,-4.2365,142.8448,73.56,99,100,2.3
356,Atherton,GB,2022-03-03 21:06:10,53.5237,-2.4935,46.36,92,100,10.0
357,Arlit,NE,2022-03-03 21:06:10,18.7369,7.3853,79.43,8,34,6.26
358,Manzhouli,CN,2022-03-03 21:06:10,49.6,117.4333,10.45,86,100,25.28
359,Nuqui,CO,2022-03-03 21:06:11,5.7125,-77.2708,80.33,82,90,6.49
360,Havoysund,NO,2022-03-03 21:06:11,70.9963,24.6622,28.63,76,100,26.24
361,Sagua La Grande,CU,2022-03-03 21:06:07,22.8067,-80.0756,81.59,48,21,13.65
362,Maceio,BR,2022-03-03 21:04:28,-9.6658,-35.7353,80.04,83,75,10.36
363,Hasaki,JP,2022-03-03 21:06:12,35.7333,140.8333,39.6,51,90,19.75
364,Mayumba,GA,2022-03-03 21:06:12,-3.432,10.6554,79.9,90,75,3.98
365,Balakhninskiy,RU,2022-03-03 21:06:13,58.0106,114.2769,4.91,91,100,6.76
366,Port Lincoln,AU,2022-03-03 21:04:04,-34.7333,135.8667,64.47,83,100,8.46
367,Biak,ID,2022-03-03 21:06:13,-0.9131,122.8766,77.09,81,98,1.48
368,Quesnel,CA,2022-03-03 21:07:14,52.9999,-122.5029,38.57,83,100,3.2
369,Fairbanks,US,2022-03-03 21:07:14,64.8378,-147.7164,30.81,67,75,0.0
370,Dingle,PH,2022-03-03 21:07:15,10.9995,122.6711,73.98,93,95,8.75
371,Mana,GF,2022-03-03 21:07:15,5.6592,-53.7767,77.79,89,80,10.69
372,Jiujiang,CN,2022-03-03 21:07:15,29.7333,115.9833,58.17,94,72,2.73
373,Cayenne,GF,2022-03-03 21:07:16,4.9333,-52.3333,81.09,83,100,8.05
374,Naranjal,EC,2022-03-03 21:07:16,-2.6667,-79.6167,86.52,84,98,4.23
375,Buala,SB,2022-03-03 21:07:17,-8.145,159.5921,82.2,79,100,5.41
376,Talara,PE,2022-03-03 21:07:17,-4.5772,-81.2719,84.96,54,0,11.5
377,Saldanha,ZA,2022-03-03 21:07:18,-33.0117,17.9442,64.42,82,93,14.58
378,Puerto Escondido,MX,2022-03-03 21:07:18,15.85,-97.0667,86.14,53,0,8.61
379,Northam,GB,2022-03-03 21:07:18,51.0333,-4.2167,45.39,89,100,11.81
380,Kilindoni,TZ,2022-03-03 21:07:19,-7.9139,39.6668,81.72,76,85,13.15
381,Myitkyina,MM,2022-03-03 21:07:19,25.3833,97.4,59.27,49,0,2.57
382,Miranda De Ebro,ES,2022-03-03 21:07:19,42.6865,-2.947,44.94,95,100,8.41
383,Senanga,ZM,2022-03-03 21:07:20,-16.1167,23.2667,74.41,66,84,1.77
384,Bat Khela,PK,2022-03-03 21:07:20,34.6167,71.9714,51.53,75,93,3.94
385,George Town,MY,2022-03-03 21:03:15,5.4112,100.3354,80.53,89,20,0.0
386,Kargasok,RU,2022-03-03 21:07:21,59.0556,80.8572,24.01,93,100,11.92
387,Taoudenni,ML,2022-03-03 21:07:21,22.6783,-3.9836,66.9,12,0,11.5
388,Severo-Kurilsk,RU,2022-03-03 21:07:21,50.6789,156.125,22.24,70,99,22.26
389,Diffa,NE,2022-03-03 21:07:22,13.3154,12.6113,78.89,6,17,5.01
390,Pangai,TO,2022-03-03 21:07:22,-19.8,-174.35,82.44,76,96,13.65
391,Milazzo,IT,2022-03-03 21:07:23,38.2212,15.2383,52.27,73,100,5.01
392,Tra Vinh,VN,2022-03-03 21:07:23,9.9347,106.3453,78.48,76,36,10.63
393,Palaikastron,GR,2022-03-03 21:07:23,35.2,26.25,48.74,62,11,6.53
394,Katherine,AU,2022-03-03 21:07:24,-14.4667,132.2667,80.92,89,40,4.61
395,Awjilah,LY,2022-03-03 21:07:24,29.1081,21.2869,56.55,43,100,7.67
396,Luena,AO,2022-03-03 21:07:25,-11.7833,19.9167,60.71,94,77,4.14
397,Progreso,MX,2022-03-03 21:07:25,21.2833,-89.6667,86.11,57,0,11.99
398,Tvoroyri,FO,2022-03-03 21:07:26,61.5556,-6.8111,40.39,75,100,21.61
399,Kibara,TZ,2022-03-03 21:07:26,-2.15,33.45,72.54,70,23,1.41
400,Aitape,PG,2022-03-03 21:07:27,-3.1374,142.3475,77.59,86,100,3.89
401,Baghmara,IN,2022-03-03 21:07:27,23.795,86.2085,68.16,24,1,3.33
402,Aljezur,PT,2022-03-03 21:07:27,37.3191,-8.8033,53.83,69,1,21.63
403,Tiksi,RU,2022-03-03 21:07:28,71.6872,128.8694,-16.01,99,100,2.44
404,Timmins,CA,2022-03-03 21:03:22,48.4669,-81.3331,10.35,76,100,8.88
405,Abha,SA,2022-03-03 21:05:10,18.2164,42.5053,57.45,55,0,4.61
406,Ayan,RU,2022-03-03 21:07:28,56.45,138.1667,-1.84,82,11,7.65
407,Kletskaya,RU,2022-03-03 21:07:29,49.3145,43.0584,37.08,95,100,14.2
408,Hovd,MN,2022-03-03 21:07:29,48.0056,91.6419,2.23,67,9,6.33
409,Alta Floresta,BR,2022-03-03 21:07:30,-9.8756,-56.0861,77.65,86,90,3.94
410,Tulagi,SB,2022-03-03 21:07:30,-9.0996,160.1476,83.28,74,100,8.55
411,Atar,MR,2022-03-03 21:07:30,20.5169,-13.0499,72.3,14,0,10.71
412,Aracati,BR,2022-03-03 21:08:31,-4.5617,-37.7697,81.57,70,10,10.51
413,Coihaique,CL,2022-03-03 21:05:16,-45.5752,-72.0662,56.01,47,40,12.66
414,Rio Grande,BR,2022-03-03 21:08:31,-32.035,-52.0986,82.51,70,0,12.93
415,Bansi,IN,2022-03-03 21:08:31,27.1833,82.9333,61.3,46,0,8.43
416,Trinidad,BO,2022-03-03 21:08:32,-14.8333,-64.9,78.78,94,75,9.22
417,Ekibastuz,KZ,2022-03-03 21:08:32,51.6667,75.3667,13.98,82,85,8.9
418,Colombo,LK,2022-03-03 21:05:37,6.9319,79.8478,78.75,77,100,11.68
419,Port Hardy,CA,2022-03-03 21:08:33,50.6996,-127.4199,45.75,81,75,9.22
420,Vila Franca Do Campo,PT,2022-03-03 21:08:33,37.7167,-25.4333,61.2,78,100,5.55
421,Adrar,MR,2022-03-03 21:08:33,20.5022,-10.0711,66.52,11,0,11.36
422,Bac Lieu,VN,2022-03-03 21:08:34,9.285,105.7244,78.78,80,79,13.44
423,Port Blair,IN,2022-03-03 21:08:34,11.6667,92.75,80.64,89,40,2.3
424,Kiunga,PG,2022-03-03 21:08:35,-6.1219,141.2906,72.39,99,100,4.45
425,Padang,ID,2022-03-03 21:08:35,-0.9492,100.3543,76.77,87,100,3.18
426,Talnakh,RU,2022-03-03 21:08:35,69.4865,88.3972,-15.86,97,94,6.17
427,Haines Junction,CA,2022-03-03 21:08:36,60.7522,-137.5108,16.66,92,100,0.45
428,Alofi,NU,2022-03-03 21:08:36,-19.0595,-169.9187,85.89,74,40,11.5
429,Gat,IL,2022-03-03 21:06:05,31.61,34.7642,56.08,100,49,13.2
430,Konyshevka,RU,2022-03-03 21:08:37,51.8418,35.2941,31.71,94,100,7.87
431,Quzhou,CN,2022-03-03 21:08:37,28.9594,118.8686,58.39,96,96,2.89
432,Bergen,NO,2022-03-03 21:08:38,60.392,5.328,39.87,52,0,9.22
433,Lanigan,CA,2022-03-03 21:08:38,51.8501,-105.0344,10.31,75,100,8.21
434,El Tigre,VE,2022-03-03 21:08:38,8.8875,-64.2454,93.38,30,66,8.77
435,Raudeberg,NO,2022-03-03 21:08:39,61.9875,5.1352,41.67,68,2,10.89
436,Kloulklubed,PW,2022-03-03 21:08:39,7.0419,134.2556,82.17,72,100,10.31
437,Cockburn Town,TC,2022-03-03 21:08:40,21.4612,-71.1419,78.24,76,4,12.41
438,Cilegon,ID,2022-03-03 21:08:40,-6.0174,106.0538,75.09,85,100,8.21
439,Bathsheba,BB,2022-03-03 21:08:40,13.2167,-59.5167,81.21,69,40,23.02
440,Hobyo,SO,2022-03-03 21:08:41,5.3505,48.5268,77.5,67,100,18.81
441,Kars,TR,2022-03-03 21:08:41,40.602,43.095,41.85,100,75,12.66
442,Pangnirtung,CA,2022-03-03 21:08:42,66.1451,-65.7125,7.09,97,100,2.71
443,Kamaishi,JP,2022-03-03 21:08:42,39.2667,141.8833,30.38,68,8,5.44
444,Neuquen,AR,2022-03-03 21:08:42,-38.9516,-68.0591,89.49,20,20,9.22
445,Kemi,FI,2022-03-03 21:08:43,65.8596,24.8228,11.97,85,0,1.14
446,Tondano,ID,2022-03-03 21:08:43,1.3038,124.9112,68.09,94,99,0.83
447,Ambon,ID,2022-03-03 21:08:43,-3.6954,128.1814,77.14,94,40,5.75
448,Nesterov,RU,2022-03-03 21:08:44,54.6306,22.5714,33.58,90,100,3.98
449,Marzuq,YE,2022-03-03 21:08:44,14.4,46.4667,63.45,57,0,5.46
450,Aripuana,BR,2022-03-03 21:08:45,-9.1667,-60.6333,78.64,90,100,1.66
451,Kathmandu,NP,2022-03-03 21:07:07,27.7167,85.3167,52.02,93,40,3.44
452,Saint-Augustin,CA,2022-03-03 21:08:45,51.226,-58.6502,15.93,82,96,12.06
453,San Patricio,US,2022-03-03 21:08:45,28.017,-97.5169,79.21,71,100,10.07
454,Mount Gambier,AU,2022-03-03 21:04:35,-37.8333,140.7667,72.64,55,100,4.18
455,Andenes,NO,2022-03-03 21:08:46,69.3143,16.1194,31.98,64,75,11.5
456,Sturgis,US,2022-03-03 21:08:46,41.7992,-85.4192,34.9,47,0,6.91
457,Jawhar,SO,2022-03-03 21:08:47,2.7809,45.5005,75.88,74,100,17.18
458,Kanniyakumari,IN,2022-03-03 21:08:47,8.0833,77.5667,79.21,65,100,10.25
459,Saurimo,AO,2022-03-03 21:08:47,-9.6608,20.3916,64.8,96,45,2.68
460,Vieksniai,LT,2022-03-03 21:09:48,56.2333,22.5167,34.57,94,100,7.52
461,Ust-Ilimsk,RU,2022-03-03 21:09:48,58.0006,102.6619,4.14,99,100,2.86
462,Seydi,TM,2022-03-03 21:09:49,39.4816,62.9137,58.08,45,28,11.05
463,Boa Vista,BR,2022-03-03 21:09:49,2.8197,-60.6733,87.78,51,75,5.75
464,Shuya,RU,2022-03-03 21:09:50,56.8487,41.3883,29.61,85,77,3.71
465,Natal,BR,2022-03-03 21:09:50,-5.795,-35.2094,83.05,78,20,11.5
466,Glens Falls,US,2022-03-03 21:07:47,43.3095,-73.644,29.17,39,75,13.8
467,Mahon,ES,2022-03-03 21:09:51,39.8885,4.2658,48.76,93,0,4.61
468,Cedartown,US,2022-03-03 21:09:51,34.0537,-85.255,79.57,25,0,6.26
469,Grindavik,IS,2022-03-03 21:09:51,63.8424,-22.4338,34.27,86,40,4.61
470,Santa Maria La Alta,MX,2022-03-03 21:09:52,18.6,-97.6667,76.46,17,0,10.25
471,Curumani,CO,2022-03-03 21:09:52,9.1999,-73.5427,94.08,42,76,3.51
472,Charlottetown,CA,2022-03-03 21:05:36,46.2352,-63.1267,18.77,81,100,15.01
473,The Valley,AI,2022-03-03 21:09:53,18.217,-63.0578,79.83,79,7,16.71
474,Tiznit,MA,2022-03-03 21:09:53,29.5833,-9.5,53.08,85,43,4.74
475,Praxedis Guerrero,MX,2022-03-03 21:09:54,31.3667,-106.0167,77.41,15,100,8.86
476,Okato,NZ,2022-03-03 21:09:54,-39.2,173.8833,66.9,73,99,3.27
477,Dryden,CA,2022-03-03 21:07:29,49.7833,-92.7503,12.49,40,0,12.66
478,Salinopolis,BR,2022-03-03 21:09:54,-0.6136,-47.3561,80.2,83,99,10.02
479,Karasjok,NO,2022-03-03 21:09:55,69.4719,25.5112,24.91,90,81,8.9
480,San-Pedro,CI,2022-03-03 21:09:55,4.7485,-6.6363,78.85,81,43,6.49
481,Chifeng,CN,2022-03-03 21:09:56,42.2683,118.9636,33.4,43,8,14.05
482,Colac,AU,2022-03-03 21:09:56,-38.3333,143.5833,67.84,87,100,2.86
483,Tual,ID,2022-03-03 21:09:56,-5.6667,132.75,83.43,73,99,10.74
484,Mazabuka,ZM,2022-03-03 21:09:57,-15.856,27.748,65.71,93,68,4.38
485,Centralia,US,2022-03-03 21:09:57,46.7162,-122.9543,50.38,76,75,10.36
486,Auki,SB,2022-03-03 21:09:58,-8.7676,160.7034,79.61,85,100,3.42
487,La Tuque,CA,2022-03-03 21:09:58,47.4334,-72.7824,4.28,80,100,10.76
488,Lonavale,IN,2022-03-03 21:09:58,18.75,73.4167,75.24,28,58,3.4
489,Barra Patuca,HN,2022-03-03 21:09:59,15.8,-84.2833,79.02,63,9,10.38
490,Kahului,US,2022-03-03 21:09:59,20.8947,-156.47,83.46,67,40,9.22
491,Garissa,KE,2022-03-03 21:10:00,-0.4536,39.6401,81.93,58,58,15.05
492,Papara,BR,2022-03-03 21:10:00,-3.9839,-38.7273,81.68,79,40,3.94
493,Mantua,IT,2022-03-03 21:10:01,45.1667,10.7833,47.75,74,1,1.99
494,Adre,TD,2022-03-03 21:10:01,13.4667,22.2,81.25,10,98,12.68
495,Spearfish,US,2022-03-03 21:10:02,44.4908,-103.8594,65.26,54,0,8.05
496,Shimoda,JP,2022-03-03 21:10:02,34.6667,138.95,40.1,65,70,8.21
497,Lastoursville,GA,2022-03-03 21:10:03,-0.8143,12.7287,72.72,94,100,3.78
498,Santa Vitoria Do Palmar,BR,2022-03-03 21:05:43,-33.5189,-53.3681,72.1,62,2,11.23
499,Airai,TL,2022-03-03 21:10:04,-8.9266,125.4092,60.44,92,54,0.36
500,Ayolas,PY,2022-03-03 21:10:05,-27.4,-56.9,93.22,44,38,4.21
501,Hit,IQ,2022-03-03 21:10:05,33.6416,42.8251,59.67,27,0,13.09
502,Nucsoara,RO,2022-03-03 21:10:06,45.3333,24.7833,34.56,86,85,4.36
503,Sorland,NO,2022-03-03 21:10:06,67.667,12.6934,33.87,68,96,6.67
504,Bereda,ES,2022-03-03 21:10:07,43.2686,-7.5406,45.91,100,62,5.93
505,Lulea,SE,2022-03-03 21:11:07,65.5842,22.1547,23.07,74,0,5.75
506,Mosalsk,RU,2022-03-03 21:11:07,54.4881,34.9817,26.83,87,99,6.04
507,Ust-Tsilma,RU,2022-03-03 21:11:08,65.441,52.1498,1.62,95,96,4.65
508,Gamba,GA,2022-03-03 21:11:08,-2.65,10.0,79.63,87,74,5.3
509,Tanggu,CN,2022-03-03 21:11:09,39.0211,117.6469,31.96,49,2,4.61
510,Yamada,JP,2022-03-03 21:11:09,39.4667,141.95,28.49,72,34,4.36
511,Carutapera,BR,2022-03-03 21:11:09,-1.195,-46.02,77.63,91,100,6.35
512,Dicabisagan,PH,2022-03-03 21:11:10,17.0818,122.4157,74.12,85,99,3.89
513,Port-Cartier,CA,2022-03-03 21:11:10,50.0334,-66.8654,6.75,73,100,12.01
514,Hylkje,NO,2022-03-03 21:11:10,60.5103,5.3544,39.74,71,1,5.91
515,Mogadishu,SO,2022-03-03 21:11:11,2.0371,45.3438,78.33,82,80,22.21
516,Copiapo,CL,2022-03-03 21:11:11,-27.3667,-70.3333,73.09,35,2,9.33
517,Eufaula,US,2022-03-03 21:11:12,31.8913,-85.1455,82.44,19,0,4.61
518,Shelburne,CA,2022-03-03 21:11:12,44.0787,-80.2041,19.67,52,80,13.06
519,Nantucket,US,2022-03-03 21:06:31,41.2835,-70.0995,41.02,66,15,22.3
520,Cortez,US,2022-03-03 21:06:52,37.3489,-108.5859,68.76,16,0,9.22
521,Balugaon,IN,2022-03-03 21:11:13,20.1667,85.1,70.99,67,73,1.83
522,Waingapu,ID,2022-03-03 21:11:13,-9.6567,120.2641,78.42,88,52,5.48
523,Finschhafen,PG,2022-03-03 21:11:13,-6.6024,147.8681,79.95,79,91,2.73
524,Blacksburg,US,2022-03-03 21:11:01,37.2296,-80.4139,68.0,34,75,13.8
525,Vuktyl,RU,2022-03-03 21:11:14,63.8567,57.3094,2.82,99,83,4.72
526,Naryan-Mar,RU,2022-03-03 21:09:38,67.6713,53.087,-17.28,100,71,5.48
527,Changde,CN,2022-03-03 21:11:14,29.0464,111.6783,54.12,86,85,2.64
528,Fort Nelson,CA,2022-03-03 21:07:18,58.8053,-122.7002,15.39,86,75,0.0
529,Batagay-Alyta,RU,2022-03-03 21:11:15,67.8006,130.4114,-11.45,91,100,1.74
530,Isiolo,KE,2022-03-03 21:11:15,0.3546,37.5822,71.33,49,11,6.4
531,Yerbogachen,RU,2022-03-03 21:11:16,61.2767,108.0108,4.03,94,100,8.72
532,Maebaru,JP,2022-03-03 21:11:16,33.55,130.2,43.72,69,59,5.61
533,Moroni,KM,2022-03-03 21:11:17,-11.7022,43.2551,78.17,87,100,14.18
534,Port Macquarie,AU,2022-03-03 21:11:17,-31.4333,152.9167,71.89,93,95,5.53
535,Orshanka,RU,2022-03-03 21:11:17,56.9161,47.8933,8.56,99,79,3.06
536,Dickinson,US,2022-03-03 21:07:19,29.4608,-95.0513,79.11,70,100,10.36
537,Andilamena,MG,2022-03-03 21:11:18,-17.0167,48.5833,65.61,99,98,2.89
538,Zunyi,CN,2022-03-03 21:11:18,27.6867,106.9072,52.25,90,100,1.34
539,Yarada,IN,2022-03-03 21:11:19,17.65,83.2667,70.12,100,20,2.3
540,Mpika,ZM,2022-03-03 21:11:19,-11.8343,31.4529,63.16,94,100,1.83
541,Tolaga Bay,NZ,2022-03-03 21:11:19,-38.3667,178.3,62.55,65,59,1.95
542,Marrakesh,MA,2022-03-03 21:09:35,31.6315,-8.0083,60.87,55,40,6.91
543,Porto Velho,BR,2022-03-03 21:11:20,-8.7619,-63.9039,78.85,89,40,2.3
544,La Rioja,ES,2022-03-03 21:06:52,42.25,-2.5,39.31,99,100,3.91
545,Aragats,AM,2022-03-03 21:11:21,40.4889,44.3528,42.37,98,100,9.26
